Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7,vecEff8
1870,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1880,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1890,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1900,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1910,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1920,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1930,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1940,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1950,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1960,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1970,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1980,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
1990,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2000,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2010,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2020,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2030,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2040,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2050,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2060,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2070,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2080,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2090,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2100,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2110,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2120,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2130,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2140,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
2150,-991.506,1.861903e-08,0.2254004,0.8589087,0.8098087,0.6569157,0.2582747,0.2854328,0.8363917,0.0817005
