Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7,vecEff8
1200,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1210,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1220,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1230,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1240,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1250,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1260,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1270,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1280,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1290,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1300,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1310,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1320,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1330,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1340,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1350,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1360,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1370,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1380,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1390,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1400,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1410,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1420,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1430,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1440,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1450,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1460,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1470,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1480,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1490,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1500,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1510,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1520,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1530,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1540,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1550,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1560,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1570,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1580,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1590,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1600,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1610,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1620,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1630,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1640,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1650,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1660,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1670,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1680,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1690,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1700,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1710,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1720,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1730,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1740,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1750,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1760,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1770,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1780,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1790,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1800,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1810,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1820,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1830,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1840,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1850,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1860,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1870,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1880,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1890,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1900,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1910,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1920,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
1930,-1155.385,9.292585e-09,0.2973554,0.3971556,0.73674,0.7104821,0.661029,0.5754064,0.6781175,0.713762
