Iteration,Likelihood,transmRate,vecEff1,vecEff2,vecEff3,vecEff4,vecEff5,vecEff6,vecEff7,vecEff8,vecEff9,vecEff10,vecEff11,vecEff12
4790,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4800,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4810,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4820,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4830,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4840,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4850,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4860,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4870,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4880,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4890,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4900,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4910,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4920,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4930,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4940,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4950,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4960,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4970,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4980,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
4990,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
5000,-1000685,4.481818e-08,0.06620797,0.07245153,0.1229953,0.7692943,0.7096152,0.5916645,0.5045073,0.4060505,0.9772684,0.302242,0.4794385,0.6032687
